subject,target,mean,sd,method,db
16,10,1.1341190450911,0.40707149259249,KL,JASPAR2018_CORE
17,10,1.11941335991452,0.404838246066602,KL,JASPAR2018_CORE
18,10,1.11383183525153,0.40411518762829,KL,JASPAR2018_CORE
19,10,1.11434664040981,0.401261189666617,KL,JASPAR2018_CORE
20,10,1.10534876740449,0.398646952613771,KL,JASPAR2018_CORE
21,10,1.10102894100344,0.402219312233453,KL,JASPAR2018_CORE
22,10,1.10119032828668,0.400794483028358,KL,JASPAR2018_CORE
23,10,1.09740877028194,0.395967367684676,KL,JASPAR2018_CORE
24,10,1.0960201136246,0.395625638452114,KL,JASPAR2018_CORE
25,10,1.08827761512326,0.39501612386639,KL,JASPAR2018_CORE
26,10,1.091283315076,0.396685869988634,KL,JASPAR2018_CORE
27,10,1.08683885806091,0.396668398884112,KL,JASPAR2018_CORE
28,10,1.07767252506286,0.395121491957367,KL,JASPAR2018_CORE
29,10,1.07980188484706,0.394298595241753,KL,JASPAR2018_CORE
30,10,1.07242265184063,0.392810313605854,KL,JASPAR2018_CORE
5,11,1.16361900388395,0.42524054696897,KL,JASPAR2018_CORE
6,11,1.34565950756011,0.424589591664774,KL,JASPAR2018_CORE
7,11,1.31534715858737,0.406282924897249,KL,JASPAR2018_CORE
8,11,1.30846292923032,0.407086844016387,KL,JASPAR2018_CORE
9,11,1.28758952393632,0.397366013192415,KL,JASPAR2018_CORE
10,11,1.28833890244271,0.397597816611902,KL,JASPAR2018_CORE
11,11,1.32386498998398,0.500136614323956,KL,JASPAR2018_CORE
12,11,1.27292752165833,0.381391358112406,KL,JASPAR2018_CORE
13,11,1.26587368136304,0.385340559142641,KL,JASPAR2018_CORE
14,11,1.26484546463756,0.381682535383134,KL,JASPAR2018_CORE
15,11,1.26663781199316,0.37684383911068,KL,JASPAR2018_CORE
16,11,1.2578445402448,0.373585425541879,KL,JASPAR2018_CORE
17,11,1.24832577621306,0.375202175867608,KL,JASPAR2018_CORE
18,11,1.2510812764012,0.370386407449317,KL,JASPAR2018_CORE
19,11,1.25105518113567,0.371981335322416,KL,JASPAR2018_CORE
20,11,1.24098970915725,0.370098371229952,KL,JASPAR2018_CORE
21,11,1.22845832595831,0.368509568490134,KL,JASPAR2018_CORE
22,11,1.23411658032814,0.367384449774978,KL,JASPAR2018_CORE
23,11,1.22695000953555,0.366228856215546,KL,JASPAR2018_CORE
24,11,1.22965009036333,0.363605971713407,KL,JASPAR2018_CORE
25,11,1.22700372976207,0.363270089086445,KL,JASPAR2018_CORE
26,11,1.22727083049907,0.361304411070977,KL,JASPAR2018_CORE
27,11,1.22440274730539,0.361672459378905,KL,JASPAR2018_CORE
28,11,1.21648825509646,0.361741613757476,KL,JASPAR2018_CORE
29,11,1.21729364042759,0.360718435722829,KL,JASPAR2018_CORE
30,11,1.21202357779241,0.363645478796179,KL,JASPAR2018_CORE
5,12,1.09370825297304,0.470349543583087,KL,JASPAR2018_CORE
6,12,1.26301268719972,0.453845025799809,KL,JASPAR2018_CORE
7,12,1.2421336678259,0.443409492571668,KL,JASPAR2018_CORE
8,12,1.23440902091486,0.444539569617096,KL,JASPAR2018_CORE
9,12,1.21026674916757,0.43392430830626,KL,JASPAR2018_CORE
10,12,1.21781756047125,0.436077112156555,KL,JASPAR2018_CORE
11,12,1.2226958735739,0.435592082091984,KL,JASPAR2018_CORE
12,12,1.26510262385096,0.798633144334755,KL,JASPAR2018_CORE
13,12,1.20447762360588,0.431485881912493,KL,JASPAR2018_CORE
14,12,1.20118088514345,0.427340326527994,KL,JASPAR2018_CORE
15,12,1.20371431641748,0.422889939745136,KL,JASPAR2018_CORE
16,12,1.20181844757522,0.426410202539437,KL,JASPAR2018_CORE
17,12,1.19294793916499,0.423951850464547,KL,JASPAR2018_CORE
18,12,1.18837509435196,0.417336883305231,KL,JASPAR2018_CORE
19,12,1.19286457920582,0.422553292740446,KL,JASPAR2018_CORE
20,12,1.18251935679468,0.416366168753247,KL,JASPAR2018_CORE
21,12,1.17946507493083,0.419737695237041,KL,JASPAR2018_CORE
22,12,1.18271671006663,0.420033514071859,KL,JASPAR2018_CORE
23,12,1.17282561480113,0.419408992200353,KL,JASPAR2018_CORE
24,12,1.17551345796903,0.416569008713991,KL,JASPAR2018_CORE
25,12,1.17509194316183,0.416123482831084,KL,JASPAR2018_CORE
26,12,1.17414989841311,0.412355294471036,KL,JASPAR2018_CORE
27,12,1.17000292989279,0.415495019825025,KL,JASPAR2018_CORE
28,12,1.16668525371342,0.414047740812743,KL,JASPAR2018_CORE
29,12,1.16374897355204,0.413450308736707,KL,JASPAR2018_CORE
30,12,1.15797075294338,0.410703313338438,KL,JASPAR2018_CORE
5,13,0.85195977978711,0.376714569898406,KL,JASPAR2018_CORE
6,13,1.06937008363446,0.401623174777847,KL,JASPAR2018_CORE
7,13,1.0627721956345,0.382216372303589,KL,JASPAR2018_CORE
8,13,1.05230063208741,0.37509131191169,KL,JASPAR2018_CORE
9,13,1.04221380692436,0.380724201542446,KL,JASPAR2018_CORE
10,13,1.03452026563624,0.37700866011195,KL,JASPAR2018_CORE
11,13,1.04650629753669,0.37513956077606,KL,JASPAR2018_CORE
12,13,1.04652137464842,0.377915304515836,KL,JASPAR2018_CORE
13,13,1.07279370210055,0.526119126199491,KL,JASPAR2018_CORE
14,13,1.03482942796959,0.373208957125668,KL,JASPAR2018_CORE
15,13,1.04715261403402,0.374769076933509,KL,JASPAR2018_CORE
16,13,1.04595429217664,0.361295999201936,KL,JASPAR2018_CORE
17,13,1.02801886215502,0.372854044004539,KL,JASPAR2018_CORE
18,13,1.03570321825408,0.358400744338737,KL,JASPAR2018_CORE
19,13,1.03496929540155,0.363863084099605,KL,JASPAR2018_CORE
20,13,1.03157879965554,0.367080227698892,KL,JASPAR2018_CORE
21,13,1.0222819915303,0.368795800718459,KL,JASPAR2018_CORE
22,13,1.03099906052572,0.36202116484387,KL,JASPAR2018_CORE
23,13,1.01820890476387,0.366845596133986,KL,JASPAR2018_CORE
24,13,1.02651734307575,0.359285957993548,KL,JASPAR2018_CORE
25,13,1.01969484924789,0.363015727903733,KL,JASPAR2018_CORE
26,13,1.02754828857869,0.358621034678254,KL,JASPAR2018_CORE
27,13,1.02280341596029,0.358763044534933,KL,JASPAR2018_CORE
28,13,1.01754556705293,0.360859602280992,KL,JASPAR2018_CORE
29,13,1.02107364880618,0.352656953027886,KL,JASPAR2018_CORE
30,13,1.01279399519432,0.358672935710289,KL,JASPAR2018_CORE
5,14,0.800670328298657,0.433362836337417,KL,JASPAR2018_CORE
6,14,0.992784436741155,0.431525913411255,KL,JASPAR2018_CORE
7,14,0.986231681106238,0.418125175858082,KL,JASPAR2018_CORE
8,14,0.984637732880179,0.421854019647371,KL,JASPAR2018_CORE
9,14,0.973260726490425,0.416993462149282,KL,JASPAR2018_CORE
10,14,0.978346046181324,0.425325548951474,KL,JASPAR2018_CORE
11,14,0.985383331897836,0.417569820998442,KL,JASPAR2018_CORE
12,14,0.981844590183513,0.422914728974912,KL,JASPAR2018_CORE
13,14,0.976596132734938,0.428807974440429,KL,JASPAR2018_CORE
14,14,1.0094053026239,0.483746902290257,KL,JASPAR2018_CORE
15,14,0.987141136238495,0.420729469662633,KL,JASPAR2018_CORE
16,14,0.990923618034138,0.416839854289909,KL,JASPAR2018_CORE
17,14,0.969549419876475,0.423545684141102,KL,JASPAR2018_CORE
18,14,0.981454527988192,0.417267230841191,KL,JASPAR2018_CORE
19,14,0.980170199473432,0.417338207827474,KL,JASPAR2018_CORE
20,14,0.980577784706279,0.421141593019085,KL,JASPAR2018_CORE
21,14,0.969174536140058,0.423939113815194,KL,JASPAR2018_CORE
22,14,0.980295633760647,0.416605465917145,KL,JASPAR2018_CORE
23,14,0.962157264852458,0.418833238072715,KL,JASPAR2018_CORE
24,14,0.974000365158616,0.415899524149475,KL,JASPAR2018_CORE
25,14,0.965441058983163,0.41664163101443,KL,JASPAR2018_CORE
26,14,0.977476748134898,0.417044332050246,KL,JASPAR2018_CORE
27,14,0.963905010379928,0.413627250877161,KL,JASPAR2018_CORE
28,14,0.966301153292239,0.416639775799585,KL,JASPAR2018_CORE
29,14,0.971338228182651,0.411499693458472,KL,JASPAR2018_CORE
30,14,0.960037175632862,0.411478727122013,KL,JASPAR2018_CORE
5,15,0.579943671264993,0.396971841835649,KL,JASPAR2018_CORE
6,15,0.728750011009281,0.414198301395584,KL,JASPAR2018_CORE
7,15,0.734504301783694,0.417856587014415,KL,JASPAR2018_CORE
8,15,0.722039397922341,0.419745338928182,KL,JASPAR2018_CORE
9,15,0.71516973163935,0.42683893975965,KL,JASPAR2018_CORE
10,15,0.718982665004495,0.421923892688755,KL,JASPAR2018_CORE
11,15,0.728353222193372,0.422647072523725,KL,JASPAR2018_CORE
12,15,0.722794383489197,0.419017593523119,KL,JASPAR2018_CORE
13,15,0.710919803757663,0.432457161602903,KL,JASPAR2018_CORE
14,15,0.711322717396456,0.421682939026424,KL,JASPAR2018_CORE
15,15,0.787217375867672,0.567960618220113,KL,JASPAR2018_CORE
16,15,0.73206059460798,0.417423171817284,KL,JASPAR2018_CORE
17,15,0.708654985350846,0.419076520089357,KL,JASPAR2018_CORE
18,15,0.726485807560392,0.419898106096824,KL,JASPAR2018_CORE
19,15,0.724304579244906,0.424793093429672,KL,JASPAR2018_CORE
20,15,0.72123321912988,0.417241323057149,KL,JASPAR2018_CORE
21,15,0.711792889252773,0.420652286654858,KL,JASPAR2018_CORE
22,15,0.725902386568232,0.419127597849873,KL,JASPAR2018_CORE
23,15,0.703225894510723,0.422943107345536,KL,JASPAR2018_CORE
24,15,0.716550333108976,0.417333887903441,KL,JASPAR2018_CORE
25,15,0.710863533075611,0.422461269644706,KL,JASPAR2018_CORE
26,15,0.722576323048377,0.419830211919477,KL,JASPAR2018_CORE
27,15,0.708868953859294,0.42167134482473,KL,JASPAR2018_CORE
28,15,0.706879748411995,0.419594191598928,KL,JASPAR2018_CORE
29,15,0.717761260138001,0.414983891235856,KL,JASPAR2018_CORE
30,15,0.707990032300124,0.418741848764758,KL,JASPAR2018_CORE
5,16,0.819923687996665,0.522092934344419,KL,JASPAR2018_CORE
6,16,0.937689263177849,0.533495257605401,KL,JASPAR2018_CORE
7,16,0.945685250195129,0.52679542553683,KL,JASPAR2018_CORE
8,16,0.957150369708784,0.534258109447098,KL,JASPAR2018_CORE
9,16,0.946852146805357,0.540754240746,KL,JASPAR2018_CORE
10,16,0.949685580128151,0.53480965802494,KL,JASPAR2018_CORE
11,16,0.953955277574245,0.542127062569521,KL,JASPAR2018_CORE
12,16,0.944884554284209,0.541485510629575,KL,JASPAR2018_CORE
13,16,0.94867741208701,0.547333763037885,KL,JASPAR2018_CORE
14,16,0.944828692497925,0.537376638636498,KL,JASPAR2018_CORE
15,16,0.951564596598319,0.541174441523762,KL,JASPAR2018_CORE
16,16,0.964099999096628,0.541604625924959,KL,JASPAR2018_CORE
17,16,0.945493048988293,0.533696984935395,KL,JASPAR2018_CORE
18,16,0.948918849837224,0.534532920181705,KL,JASPAR2018_CORE
19,16,0.951157537729537,0.534621456862891,KL,JASPAR2018_CORE
20,16,0.948470455844869,0.533911117127226,KL,JASPAR2018_CORE
21,16,0.94775680867205,0.533131123640322,KL,JASPAR2018_CORE
22,16,0.951478661023897,0.528999649642552,KL,JASPAR2018_CORE
23,16,0.942846977148528,0.54386122672416,KL,JASPAR2018_CORE
24,16,0.947357841890225,0.535664429789213,KL,JASPAR2018_CORE
25,16,0.944355257594182,0.539965885490197,KL,JASPAR2018_CORE
26,16,0.948201620884861,0.537125947709209,KL,JASPAR2018_CORE
27,16,0.933025048663332,0.534884529738706,KL,JASPAR2018_CORE
28,16,0.934698170081249,0.533066298909063,KL,JASPAR2018_CORE
29,16,0.941079002904702,0.528642809959066,KL,JASPAR2018_CORE
30,16,0.939689528530941,0.533108464195415,KL,JASPAR2018_CORE
5,17,0.576308617103862,0.465133927016174,KL,JASPAR2018_CORE
6,17,0.726979483493343,0.499698924394618,KL,JASPAR2018_CORE
7,17,0.750682298336239,0.496666598544679,KL,JASPAR2018_CORE
8,17,0.756083166079016,0.51479138020098,KL,JASPAR2018_CORE
9,17,0.757252187545726,0.523569730194561,KL,JASPAR2018_CORE
10,17,0.768312592868316,0.52375981292334,KL,JASPAR2018_CORE
11,17,0.774648318425994,0.524565893993603,KL,JASPAR2018_CORE
12,17,0.772501488365536,0.533768405364248,KL,JASPAR2018_CORE
13,17,0.762570525135996,0.536660497357124,KL,JASPAR2018_CORE
14,17,0.769317578663948,0.535566731831581,KL,JASPAR2018_CORE
15,17,0.778139059190812,0.538746925222751,KL,JASPAR2018_CORE
16,17,0.777314108083044,0.526264864349315,KL,JASPAR2018_CORE
17,17,0.775261100186262,0.59023600398536,KL,JASPAR2018_CORE
18,17,0.767526523499301,0.524863132941039,KL,JASPAR2018_CORE
19,17,0.770134194959925,0.529690978208909,KL,JASPAR2018_CORE
20,17,0.771342629022785,0.528683841733758,KL,JASPAR2018_CORE
21,17,0.776856842448966,0.53620895997209,KL,JASPAR2018_CORE
22,17,0.771588430473649,0.522210917036218,KL,JASPAR2018_CORE
23,17,0.757775392536083,0.534014052699028,KL,JASPAR2018_CORE
24,17,0.762317128788643,0.525244659021334,KL,JASPAR2018_CORE
25,17,0.761734601361435,0.538289130736358,KL,JASPAR2018_CORE
26,17,0.766008392536455,0.528238128179943,KL,JASPAR2018_CORE
27,17,0.762295936383078,0.52975839650701,KL,JASPAR2018_CORE
28,17,0.761197983788929,0.532790568949351,KL,JASPAR2018_CORE
29,17,0.766398728956121,0.525817753469686,KL,JASPAR2018_CORE
30,17,0.76493794313816,0.534782977978574,KL,JASPAR2018_CORE
5,18,0.714086414734489,0.457587893793568,KL,JASPAR2018_CORE
6,18,0.852400623783374,0.511731123755067,KL,JASPAR2018_CORE
7,18,0.870457446563621,0.483672560169426,KL,JASPAR2018_CORE
8,18,0.864421848503757,0.477049397771563,KL,JASPAR2018_CORE
9,18,0.870367703371424,0.48802731947225,KL,JASPAR2018_CORE
10,18,0.879001601440027,0.471515961126867,KL,JASPAR2018_CORE
11,18,0.892073049312091,0.466817766539719,KL,JASPAR2018_CORE
12,18,0.888058933212984,0.47386011365088,KL,JASPAR2018_CORE
13,18,0.879932173221332,0.466209852300904,KL,JASPAR2018_CORE
14,18,0.88839430287936,0.470946096703433,KL,JASPAR2018_CORE
15,18,0.896721829774205,0.462594933991067,KL,JASPAR2018_CORE
16,18,0.897100299494498,0.458514043133857,KL,JASPAR2018_CORE
17,18,0.882836652283881,0.465819237403535,KL,JASPAR2018_CORE
18,18,0.948803543083018,0.832941059509623,KL,JASPAR2018_CORE
19,18,0.896166411137092,0.472511605642007,KL,JASPAR2018_CORE
20,18,0.894831173431261,0.471710188529683,KL,JASPAR2018_CORE
21,18,0.881317449957813,0.462885086957185,KL,JASPAR2018_CORE
22,18,0.885077178177978,0.465148986207628,KL,JASPAR2018_CORE
23,18,0.875494074714975,0.46629341968962,KL,JASPAR2018_CORE
24,18,0.888330070656672,0.466338475160016,KL,JASPAR2018_CORE
25,18,0.881349375531875,0.469653224610611,KL,JASPAR2018_CORE
26,18,0.885451240418175,0.46813429997111,KL,JASPAR2018_CORE
27,18,0.881886620504423,0.465723072762724,KL,JASPAR2018_CORE
28,18,0.875908173848053,0.465946992139491,KL,JASPAR2018_CORE
29,18,0.885006569606257,0.459698182135818,KL,JASPAR2018_CORE
30,18,0.880492730077533,0.470294888633529,KL,JASPAR2018_CORE
5,19,0.521163978934418,0.556660617823916,KL,JASPAR2018_CORE
6,19,0.589654584423914,0.575326122444203,KL,JASPAR2018_CORE
7,19,0.595356529705553,0.574795334206247,KL,JASPAR2018_CORE
8,19,0.591085567316972,0.570913460878396,KL,JASPAR2018_CORE
9,19,0.581189778579034,0.579801481782265,KL,JASPAR2018_CORE
10,19,0.584932945406268,0.587421594447248,KL,JASPAR2018_CORE
11,19,0.585371676773723,0.575448498134861,KL,JASPAR2018_CORE
12,19,0.577086348217865,0.576292005245537,KL,JASPAR2018_CORE
13,19,0.576047552606272,0.592044123478238,KL,JASPAR2018_CORE
14,19,0.576849450519053,0.582600291994754,KL,JASPAR2018_CORE
15,19,0.586338229107231,0.581921655035861,KL,JASPAR2018_CORE
16,19,0.582883211318309,0.581004707872621,KL,JASPAR2018_CORE
17,19,0.585778890984577,0.579621893961188,KL,JASPAR2018_CORE
18,19,0.592573920857128,0.592138183490133,KL,JASPAR2018_CORE
19,19,0.59758394861485,0.671232861989407,KL,JASPAR2018_CORE
20,19,0.586711692306326,0.579958085030794,KL,JASPAR2018_CORE
21,19,0.584339774568211,0.578878794967609,KL,JASPAR2018_CORE
22,19,0.589325282829309,0.574561061013085,KL,JASPAR2018_CORE
23,19,0.572647847832579,0.583763153786164,KL,JASPAR2018_CORE
24,19,0.586585894762041,0.583124051444113,KL,JASPAR2018_CORE
25,19,0.571611734344356,0.587018313072125,KL,JASPAR2018_CORE
26,19,0.586694468040746,0.585422256971206,KL,JASPAR2018_CORE
27,19,0.574383604501693,0.582441475903747,KL,JASPAR2018_CORE
28,19,0.573249426773112,0.582022162864252,KL,JASPAR2018_CORE
29,19,0.580520603125129,0.58221914028268,KL,JASPAR2018_CORE
30,19,0.577011057702347,0.583372517326976,KL,JASPAR2018_CORE
5,20,0.298847425232657,0.186189685181769,KL,JASPAR2018_CORE
6,20,0.36912833580798,0.222909785775593,KL,JASPAR2018_CORE
7,20,0.382923781479125,0.222202635943606,KL,JASPAR2018_CORE
8,20,0.373417322141716,0.227877549196486,KL,JASPAR2018_CORE
9,20,0.36777829381955,0.245835978446402,KL,JASPAR2018_CORE
10,20,0.374412132208513,0.251692959433922,KL,JASPAR2018_CORE
11,20,0.382153602976934,0.252395659260094,KL,JASPAR2018_CORE
12,20,0.374438771320934,0.247157823973347,KL,JASPAR2018_CORE
